file_name,language_code,language_name,script_code,script_name
ava-x-bible.txt,ava,Avaric,Cyrl,Cyrillic
avt-x-bible.txt,avt,Au,Latn,Latin
avu-x-bible.txt,avu,Avokaya,Latn,Latin
awa-x-bible.txt,awa,Awadhi,Deva,Devanagari (Nagari)
awb-x-bible.txt,awb,Awa (Papua New Guinea),Latn,Latin
awi-x-bible.txt,awi,Aekyom,Latn,Latin
awx-x-bible.txt,awx,Awara,Latn,Latin
ayo-x-bible.txt,ayo,Ayoreo,Latn,Latin
ayr-x-bible-1997.txt,ayr,Central Aymara,Latn,Latin
ayr-x-bible-2011.txt,ayr,Central Aymara,Latn,Latin
aze-x-bible-latin.txt,aze,Azerbaijani,Latn,Latin
aze-x-bible-newworld.txt,aze,Azerbaijani,Cyrl,Cyrillic
aze-x-bible.txt,aze,Azerbaijani,Latn,Latin
azg-x-bible.txt,azg,San Pedro Amuzgos Amuzgo,Latn,Latin
azz-x-bible.txt,azz,Highland Puebla Nahuatl,Latn,Latin
bak-x-bible.txt,bak,Bashkir,Cyrl,Cyrillic
bam-x-bible.txt,bam,Bambara,Latn,Latin
ban-x-bible.txt,ban,Balinese,Latn,Latin
bao-x-bible.txt,bao,Waimaha,Latn,Latin
bar-x-bible.txt,bar,Bavarian,Latn,Latin
bav-x-bible.txt,bav,Vengo,Latn,Latin
bba-x-bible.txt,bba,Baatonum,Latn,Latin
bbb-x-bible.txt,bbb,Barai,Latn,Latin
bbc-x-bible.txt,bbc,Batak Toba,Latn,Latin
bbj-x-bible.txt,bbj,Ghomálá',Latn,Latin
bbr-x-bible.txt,bbr,Girawa,Latn,Latin
bcc-x-bible-latin.txt,bcc,Southern Balochi,Latn,Latin
bcc-x-bible.txt,bcc,Southern Balochi,Arab,Arabic
bch-x-bible.txt,bch,Bariai,Latn,Latin
bci-x-bible.txt,bci,Baoulé,Latn,Latin
bcl-x-bible.txt,bcl,Central Bikol,Latn,Latin
bco-x-bible.txt,bco,Kaluli,Latn,Latin
bcw-x-bible.txt,bcw,Bana,Latn,Latin
bdd-x-bible.txt,bdd,Bunama,Latn,Latin
bdh-x-bible.txt,bdh,Baka (South Sudan),Latn,Latin
bea-x-bible.txt,bea,Beaver,Latn,Latin
bef-x-bible.txt,bef,Benabena,Latn,Latin
bel-x-bible-bokun.txt,bel,Belarusian,Cyrl,Cyrillic
bel-x-bible-semukha.txt,bel,Belarusian,Cyrl,Cyrillic
bem-x-bible-newworld.txt,bem,Bemba (Zambia),Latn,Latin
ben-x-bible-common.txt,ben,Bengali,Beng,Bengali (Bangla)
ben-x-bible-easy.txt,ben,Bengali,Beng,Bengali (Bangla)
ben-x-bible-holybible.txt,ben,Bengali,Beng,Bengali (Bangla)
ben-x-bible-mussolmani.txt,ben,Bengali,Beng,Bengali (Bangla)
ben-x-bible-old.txt,ben,Bengali,Beng,Bengali (Bangla)
beq-x-bible.txt,beq,Beembe,Latn,Latin
bex-x-bible.txt,bex,Jur Modo,Latn,Latin
bfd-x-bible.txt,bfd,Bafut,Latn,Latin
bfo-x-bible.txt,bfo,Malba Birifor,Latn,Latin
bgr-x-bible.txt,bgr,Bawm Chin,Latn,Latin
bgs-x-bible.txt,bgs,Tagabawa,Latn,Latin
bgz-x-bible.txt,bgz,Banggai,Latn,Latin
bhg-x-bible.txt,bhg,Binandere,Latn,Latin
bhl-x-bible.txt,bhl,Bimin,Latn,Latin
bhp-x-bible.txt,bhp,Bima,Latn,Latin
bib-x-bible.txt,bib,Bisa,Latn,Latin
big-x-bible.txt,big,Biangai,Latn,Latin
bim-x-bible.txt,bim,Bimoba,Latn,Latin
bis-x-bible.txt,bis,Bislama,Latn,Latin
biu-x-bible.txt,biu,Biete,Latn,Latin
biv-x-bible.txt,biv,Southern Birifor,Latn,Latin
bjp-x-bible.txt,bjp,Fanamaket,Latn,Latin
bjr-x-bible.txt,bjr,Binumarien,Latn,Latin
bjv-x-bible.txt,bjv,Bedjond,Latn,Latin
bkd-x-bible.txt,bkd,Binukid,Latn,Latin
bkq-x-bible.txt,bkq,Bakairí,Latn,Latin
bku-x-bible.txt,bku,Buhid,Latn,Latin
bkv-x-bible.txt,bkv,Bekwarra,Latn,Latin
blh-x-bible.txt,blh,Kuwaa,Latn,Latin
blw-x-bible.txt,blw,Balangao,Latn,Latin
blz-x-bible.txt,blz,Balantak,Latn,Latin
bmb-x-bible.txt,bmb,Bembe,Latn,Latin
bmh-x-bible.txt,bmh,Kein,Latn,Latin
bmk-x-bible.txt,bmk,Ghayavi,Latn,Latin
bmq-x-bible.txt,bmq,Bomu,Latn,Latin
bmr-x-bible.txt,bmr,Muinane,Latn,Latin
bmu-x-bible.txt,bmu,Somba-Siawari,Latn,Latin
bnj-x-bible.txt,bnj,Eastern Tawbuid,Latn,Latin
bnp-x-bible.txt,bnp,Bola,Latn,Latin
boa-x-bible.txt,boa,Bora,Latn,Latin
bod-x-bible.txt,bod,Tibetan,Tibt,Tibetan
boj-x-bible.txt,boj,Anjam,Latn,Latin
bom-x-bible.txt,bom,Berom,Latn,Latin
bon-x-bible.txt,bon,Bine,Latn,Latin
box-x-bible.txt,box,Buamu,Latn,Latin
bpr-x-bible.txt,bpr,Koronadal Blaan,Latn,Latin
bps-x-bible.txt,bps,Sarangani Blaan,Latn,Latin
bqc-x-bible.txt,bqc,Boko (Benin),Latn,Latin
bqj-x-bible.txt,bqj,Bandial,Latn,Latin
bqp-x-bible.txt,bqp,Busa,Latn,Latin
bre-x-bible.txt,bre,Breton,Latn,Latin
bru-x-bible.txt,bru,Eastern Bru,Latn,Latin
bsc-x-bible.txt,bsc,Bassari,Latn,Latin
bsn-x-bible.txt,bsn,Barasana-Eduria,Latn,Latin
bsp-x-bible.txt,bsp,Baga Sitemu,Latn,Latin
bss-x-bible.txt,bss,Akoose,Latn,Latin
btd-x-bible.txt,btd,Batak Dairi,Latn,Latin
bth-x-bible.txt,bth,Biatah Bidayuh,Latn,Latin
bto-x-bible.txt,bto,Rinconada Bikol,Latn,Latin
bts-x-bible.txt,bts,Batak Simalungun,Latn,Latin
btt-x-bible.txt,btt,Bete-Bendi,Latn,Latin
btx-x-bible.txt,btx,Batak Karo,Latn,Latin
bud-x-bible.txt,bud,Ntcham,Latn,Latin
bug-x-bible.txt,bug,Buginese,Latn,Latin
buk-x-bible.txt,buk,Bugawac,Latn,Latin
bul-x-bible-1940.txt,bul,Bulgarian,Cyrl,Cyrillic
bul-x-bible-modern.txt,bul,Bulgarian,Cyrl,Cyrillic
bul-x-bible-newworld.txt,bul,Bulgarian,Cyrl,Cyrillic
bul-x-bible-veren.txt,bul,Bulgarian,Cyrl,Cyrillic
bum-x-bible.txt,bum,Bulu (Cameroon),Latn,Latin
bus-x-bible.txt,bus,Bokobaru,Latn,Latin
bvr-x-bible.txt,bvr,Burarra,Latn,Latin
bvz-x-bible.txt,bvz,Bauzi,Latn,Latin
bwd-x-bible.txt,bwd,Bwaidoka,Latn,Latin
bwq-x-bible.txt,bwq,Southern Bobo Madaré,Latn,Latin
bwu-x-bible.txt,bwu,Buli (Ghana),Latn,Latin
bxh-x-bible.txt,bxh,Buhutu,Latn,Latin
bxr-x-bible.txt,bxr,Russia Buriat,Cyrl,Cyrillic
byr-x-bible-wagama.txt,byr,Baruya,Latn,Latin
byr-x-bible.txt,byr,Baruya,Latn,Latin
byx-x-bible.txt,byx,Qaqet,Latn,Latin
bzd-x-bible.txt,bzd,Bribri,Latn,Latin
bzh-x-bible.txt,bzh,Mapos Buang,Latn,Latin
bzi-x-bible.txt,bzi,Bisu,Thai,Thai
bzj-x-bible.txt,bzj,Belize Kriol English,Latn,Latin
caa-x-bible.txt,caa,Chortí,Latn,Latin
cab-x-bible.txt,cab,Garifuna,Latn,Latin
cac-x-bible-ixtatan.txt,cac,Chuj,Latn,Latin
cac-x-bible-sansebastian.txt,cac,Chuj,Latn,Latin
caf-x-bible.txt,caf,Southern Carrier,Latn,Latin
cag-x-bible.txt,cag,Nivaclé,Latn,Latin
cak-x-bible-central1980.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-central2003.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-chimaltenango.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-eastern.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-santamaria.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-southern.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-western.txt,cak,Cakchiquel,Latn,Latin
cak-x-bible-yepocapa.txt,cak,Cakchiquel,Latn,Latin
cao-x-bible.txt,cao,Chácobo,Latn,Latin
cap-x-bible-1978.txt,cap,Chipaya,Latn,Latin
cap-x-bible-2004.txt,cap,Chipaya,Latn,Latin
caq-x-bible.txt,caq,Car Nicobarese,Latn,Latin
car-x-bible.txt,car,Galibi Carib,Latn,Latin
cas-x-bible.txt,cas,Tsimané,Latn,Latin
cat-x-bible-evangelica.txt,cat,Catalan,Latn,Latin
cat-x-bible-inter.txt,cat,Catalan,Latn,Latin
cav-x-bible.txt,cav,Cavineña,Latn,Latin
cax-x-bible-1980.txt,cax,Chiquitano,Latn,Latin
cax-x-bible-2002.txt,cax,Chiquitano,Latn,Latin
cbc-x-bible.txt,cbc,Carapana,Latn,Latin
cbi-x-bible.txt,cbi,Chachi,Latn,Latin
cbk-x-bible.txt,cbk,Chavacano,Latn,Latin
cbr-x-bible.txt,cbr,Cashibo-Cacataibo,Latn,Latin
cbs-x-bible.txt,cbs,Cashinahua,Latn,Latin
cbt-x-bible.txt,cbt,Chayahuita,Latn,Latin
cbu-x-bible.txt,cbu,Candoshi-Shapra,Latn,Latin
cbv-x-bible.txt,cbv,Cacua,Latn,Latin
cce-x-bible.txt,cce,Chopi,Latn,Latin
cco-x-bible.txt,cco,Comaltepec Chinantec,Latn,Latin
ceb-x-bible-bugna.txt,ceb,Cebuano,Latn,Latin
ceb-x-bible-bugna2009.txt,ceb,Cebuano,Latn,Latin
ceb-x-bible-godsword.txt,ceb,Cebuano,Latn,Latin
ceb-x-bible-newworld.txt,ceb,Cebuano,Latn,Latin
ceb-x-bible-pinadayag.txt,ceb,Cebuano,Latn,Latin
ceb-x-bible-popular.txt,ceb,Cebuano,Latn,Latin
ceg-x-bible.txt,ceg,Chamacoco,Latn,Latin
ces-x-bible-bible21.txt,ces,Czech,Latn,Latin
ces-x-bible-ekumenicky.txt,ces,Czech,Latn,Latin
ces-x-bible-kralicka.txt,ces,Czech,Latn,Latin
ces-x-bible-living.txt,ces,Czech,Latn,Latin
ces-x-bible-newworld.txt,ces,Czech,Latn,Latin
ces-x-bible-novakarlica.txt,ces,Czech,Latn,Latin
ces-x-bible-preklad.txt,ces,Czech,Latn,Latin
cfm-x-bible.txt,cfm,Falam Chin,Latn,Latin
cgc-x-bible.txt,cgc,Kagayanen,Latn,Latin
cha-x-bible-1908.txt,cha,Chamorro,Latn,Latin
cha-x-bible-2003.txt,cha,Chamorro,Latn,Latin
cha-x-bible-2010.txt,cha,Chamorro,Latn,Latin
chd-x-bible.txt,chd,Highland Oaxaca Chontal,Latn,Latin
che-x-bible.txt,che,Chechen,Cyrl,Cyrillic
chf-x-bible.txt,chf,Tabasco Chontal,Latn,Latin
chk-x-bible.txt,chk,Chuukese,Latn,Latin
chq-x-bible.txt,chq,Quiotepec Chinantec,Latn,Latin
chr-x-bible.txt,chr,Cherokee,Cher,Cherokee
chu-x-bible.txt,chu,Church Slavic,Cyrl,Cyrillic
chv-x-bible.txt,chv,Chuvash,Cyrl,Cyrillic
chz-x-bible.txt,chz,Ozumacín Chinantec,Latn,Latin
cjo-x-bible.txt,cjo,Ashéninka Pajonal,Latn,Latin
cjp-x-bible.txt,cjp,Cabécar,Latn,Latin
cjs-x-bible.txt,cjs,Shor,Cyrl,Cyrillic
cjv-x-bible.txt,cjv,Chuave,Latn,Latin
ckb-x-bible.txt,ckb,Central Kurdish,Arab,Arabic
cko-x-bible.txt,cko,Anufo,Latn,Latin
ckt-x-bible.txt,ckt,Chukot,Cyrl,Cyrillic
cle-x-bible.txt,cle,Lealao Chinantec,Latn,Latin
clu-x-bible.txt,clu,Caluyanun,Latn,Latin
cly-x-bible.txt,cly,Eastern Highland Chatino,Latn,Latin
cme-x-bible.txt,cme,Cerma,Latn,Latin
cmn-x-bible-csb-simplified.txt,cmn,Mandarin Chinese,Hani,"Han (Hanzi, Kanji, Hanja)"
cmn-x-bible-cuvmp-simplified2.txt,cmn,Mandarin Chinese,Hani,"Han (Hanzi, Kanji, Hanja)"
cmo-x-bible.txt,cmo,Central Mnong,Latn,Latin
cnh-x-bible.txt,cnh,Haka Chin,Latn,Latin
cni-x-bible.txt,cni,Asháninka,Latn,Latin
cnl-x-bible.txt,cnl,Lalana Chinantec,Latn,Latin
cnt-x-bible.txt,cnt,Tepetotutla Chinantec,Latn,Latin
cnw-x-bible.txt,cnw,Ngawn Chin,Latn,Latin
coe-x-bible.txt,coe,Koreguaje,Latn,Latin
cof-x-bible.txt,cof,Colorado,Latn,Latin
cok-x-bible.txt,cok,Santa Teresa Cora,Latn,Latin
con-x-bible.txt,con,Cofán,Latn,Latin
cop-x-bible-bohairic.txt,cop,Coptic,Copt,Coptic
cop-x-bible-bohairicdiacritics.txt,cop,Coptic,Copt,Coptic
cop-x-bible-sahidic.txt,cop,Coptic,Copt,Coptic
cor-x-bible.txt,cor,Cornish,Latn,Latin
cot-x-bible.txt,cot,Caquinte,Latn,Latin
cpa-x-bible.txt,cpa,Palantla Chinantec,Latn,Latin
cpb-x-bible.txt,cpb,Ucayali-Yurúa Ashéninka,Latn,Latin
cpc-x-bible.txt,cpc,Ajyíninka Apurucayali,Latn,Latin
cpu-x-bible.txt,cpu,Pichis Ashéninka,Latn,Latin
cpy-x-bible.txt,cpy,South Ucayali Ashéninka,Latn,Latin
crh-x-bible.txt,crh,Crimean Tatar,Cyrl,Cyrillic
crm-x-bible.txt,crm,Moose Cree,Cans,Unified Canadian Aboriginal Syllabics
crn-x-bible-nayar.txt,crn,El Nayar Cora,Latn,Latin
crn-x-bible-presidio.txt,crn,El Nayar Cora,Latn,Latin
crq-x-bible.txt,crq,Iyo'wujwa Chorote,Latn,Latin
crs-x-bible.txt,crs,Seselwa Creole French,Latn,Latin
crt-x-bible.txt,crt,Iyojwa'ja Chorote,Latn,Latin
crx-x-bible.txt,crx,Carrier,Latn,Latin
csk-x-bible.txt,csk,Jola-Kasa,Latn,Latin
cso-x-bible.txt,cso,Sochiapam Chinantec,Latn,Latin
csy-x-bible.txt,csy,Siyin Chin,Latn,Latin
cta-x-bible.txt,cta,Tataltepec Chatino,Latn,Latin
ctd-x-bible.txt,ctd,Tedim Chin,Latn,Latin
ctp-x-bible.txt,ctp,Western Highland Chatino,Latn,Latin
ctu-x-bible-tili.txt,ctu,Chol,Latn,Latin
ctu-x-bible-tumbala.txt,ctu,Chol,Latn,Latin
cub-x-bible.txt,cub,Cubeo,Latn,Latin
cuc-x-bible.txt,cuc,Usila Chinantec,Latn,Latin
cui-x-bible.txt,cui,Cuiba,Latn,Latin
cuk-x-bible.txt,cuk,San Blas Kuna,Latn,Latin
cul-x-bible.txt,cul,Culina,Latn,Latin
cut-x-bible.txt,cut,Teutila Cuicatec,Latn,Latin
cux-x-bible.txt,cux,Tepeuxila Cuicatec,Latn,Latin
cwe-x-bible.txt,cwe,Kwere,Latn,Latin
cwt-x-bible.txt,cwt,Kuwaataay,Latn,Latin
cya-x-bible.txt,cya,Nopala Chatino,Latn,Latin
cym-x-bible-colloquial2013.txt,cym,Welsh,Latn,Latin
cym-x-bible-morgan1804.txt,cym,Welsh,Latn,Latin
cym-x-bible-revised2004.txt,cym,Welsh,Latn,Latin
czt-x-bible.txt,czt,Zotung Chin,Latn,Latin
daa-x-bible.txt,daa,Dangaléat,Latn,Latin
dad-x-bible.txt,dad,Marik,Latn,Latin
dah-x-bible.txt,dah,Gwahatike,Latn,Latin
dak-x-bible.txt,dak,Dakota,Latn,Latin
dan-x-bible-1931.txt,dan,Danish,Latn,Latin
dan-x-bible-frederik.txt,dan,Danish,Latn,Latin
dan-x-bible-hverdagsdansk.txt,dan,Danish,Latn,Latin
dan-x-bible-newworld.txt,dan,Danish,Latn,Latin
dar-x-bible.txt,dar,Dargwa,Cyrl,Cyrillic
ded-x-bible.txt,ded,Dedua,Latn,Latin
des-x-bible.txt,des,Desano,Latn,Latin
deu-x-bible-albrecht.txt,deu,German,Latn,Latin
deu-x-bible-bolsinger.txt,deu,German,Latn,Latin
deu-x-bible-elberfelder1871.txt,deu,German,Latn,Latin
deu-x-bible-elberfelder1905.txt,deu,German,Latn,Latin
deu-x-bible-erben.txt,deu,German,Latn,Latin
deu-x-bible-freebible.txt,deu,German,Latn,Latin
deu-x-bible-genfer2011.txt,deu,German,Latn,Latin
deu-x-bible-greber.txt,deu,German,Latn,Latin
deu-x-bible-gruenewalder.txt,deu,German,Latn,Latin
deu-x-bible-hoffnung.txt,deu,German,Latn,Latin
deu-x-bible-interlinear.txt,deu,German,Latn,Latin
deu-x-bible-konkordant.txt,deu,German,Latn,Latin
deu-x-bible-lebendig.txt,deu,German,Latn,Latin
deu-x-bible-luther1545letztehand.txt,deu,German,Latn,Latin
deu-x-bible-luther1912.txt,deu,German,Latn,Latin
deu-x-bible-luther2017.txt,deu,German,Latn,Latin
deu-x-bible-meister.txt,deu,German,Latn,Latin
deu-x-bible-menge.txt,deu,German,Latn,Latin
deu-x-bible-neue.txt,deu,German,Latn,Latin
deu-x-bible-newworld.txt,deu,German,Latn,Latin
deu-x-bible-pattloch.txt,deu,German,Latn,Latin
deu-x-bible-reinhardt1910.txt,deu,German,Latn,Latin
deu-x-bible-schlachter.txt,deu,German,Latn,Latin
deu-x-bible-schlachter2000.txt,deu,German,Latn,Latin
deu-x-bible-tafelbibel.txt,deu,German,Latn,Latin
deu-x-bible-textbibel.txt,deu,German,Latn,Latin
deu-x-bible-volxbibel.txt,deu,German,Latn,Latin
deu-x-bible-zuercher.txt,deu,German,Latn,Latin
dgc-x-bible.txt,dgc,Casiguran Dumagat Agta,Latn,Latin
dgi-x-bible.txt,dgi,Northern Dagara,Latn,Latin
dgr-x-bible.txt,dgr,Dogrib,Latn,Latin
dgz-x-bible.txt,dgz,Daga,Latn,Latin
dhg-x-bible.txt,dhg,Dhangu,Latn,Latin
dhm-x-bible.txt,dhm,Zemba,Latn,Latin
dig-x-bible.txt,dig,Chidigo,Latn,Latin
dik-x-bible.txt,dik,Southwestern Dinka,Latn,Latin
dip-x-bible.txt,dip,Northeastern Dinka,Latn,Latin
dis-x-bible.txt,dis,Dimasa,Latn,Latin
dje-x-bible.txt,dje,Zarma,Latn,Latin
djk-x-bible.txt,djk,Businenge Tongo,Latn,Latin
djr-x-bible.txt,djr,Djambarrpuyngu,Latn,Latin
dng-x-bible.txt,dng,Dungan,Cyrl,Cyrillic
dnj-x-bible-eastern.txt,dnj,Dan,Latn,Latin
dnj-x-bible-western.txt,dnj,Dan,Latn,Latin
dob-x-bible.txt,dob,Dobu,Latn,Latin
dop-x-bible.txt,dop,Lukpa,Latn,Latin
dow-x-bible.txt,dow,Doyayo,Latn,Latin
dtp-x-bible.txt,dtp,Central Dusun,Latn,Latin
dts-x-bible.txt,dts,Toro So Dogon,Latn,Latin
due-x-bible.txt,due,Umiray Dumaget Agta,Latn,Latin
dug-x-bible.txt,dug,Chiduruma,Latn,Latin
duo-x-bible.txt,duo,Dupaninan Agta,Latn,Latin
dur-x-bible.txt,dur,Dii,Latn,Latin
dwr-x-bible.txt,dwr,Dawro,Latn,Latin
dww-x-bible.txt,dww,Dawawa,Latn,Latin
dyi-x-bible.txt,dyi,Djimini Senoufo,Latn,Latin
dyo-x-bible.txt,dyo,Jola-Fonyi,Latn,Latin
dyu-x-bible.txt,dyu,Dyula,Latn,Latin
ebk-x-bible.txt,ebk,Eastern Bontok,Latn,Latin
efi-x-bible-newworld.txt,efi,Efik,Latn,Latin
eka-x-bible.txt,eka,Ekajuk,Latn,Latin
eko-x-bible.txt,eko,Koti,Latn,Latin
ell-x-bible-hellenic1.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-hellenic2.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-karalis.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-karalis2.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-koine1894.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-modern2009.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-newworld.txt,ell,Modern Greek (1453-),Grek,Greek
ell-x-bible-unidentified.txt,ell,Modern Greek (1453-),Grek,Greek
emi-x-bible.txt,emi,Mussau-Emira,Latn,Latin
emp-x-bible.txt,emp,Northern Emberá,Latn,Latin
enb-x-bible.txt,enb,Markweeta,Latn,Latin
eng-x-bible-amplified.txt,eng,English,Latn,Latin
eng-x-bible-basic.txt,eng,English,Latn,Latin
eng-x-bible-books.txt,eng,English,Latn,Latin
eng-x-bible-catholic.txt,eng,English,Latn,Latin
eng-x-bible-clontz.txt,eng,English,Latn,Latin
eng-x-bible-common.txt,eng,English,Latn,Latin
eng-x-bible-contemporary.txt,eng,English,Latn,Latin
eng-x-bible-darby.txt,eng,English,Latn,Latin
eng-x-bible-diaglot.txt,eng,English,Latn,Latin
eng-x-bible-easytoread.txt,eng,English,Latn,Latin
eng-x-bible-etheridge.txt,eng,English,Latn,Latin
eng-x-bible-godsword.txt,eng,English,Latn,Latin
eng-x-bible-goodnews.txt,eng,English,Latn,Latin
eng-x-bible-kingjames.txt,eng,English,Latn,Latin
eng-x-bible-lexham.txt,eng,English,Latn,Latin
eng-x-bible-literal.txt,eng,English,Latn,Latin
eng-x-bible-majority.txt,eng,English,Latn,Latin
eng-x-bible-montgomery.txt,eng,English,Latn,Latin
eng-x-bible-new2007.txt,eng,English,Latn,Latin
eng-x-bible-newcentury.txt,eng,English,Latn,Latin
eng-x-bible-newinternational.txt,eng,English,Latn,Latin
eng-x-bible-newliving.txt,eng,English,Latn,Latin
eng-x-bible-newreaders.txt,eng,English,Latn,Latin
eng-x-bible-newsimplified.txt,eng,English,Latn,Latin
eng-x-bible-newworld1984.txt,eng,English,Latn,Latin
eng-x-bible-newworld2013.txt,eng,English,Latn,Latin
eng-x-bible-riverside.txt,eng,English,Latn,Latin
eng-x-bible-scriptures.txt,eng,English,Latn,Latin
eng-x-bible-standard.txt,eng,English,Latn,Latin
eng-x-bible-treeoflife.txt,eng,English,Latn,Latin
eng-x-bible-world.txt,eng,English,Latn,Latin
eng-x-bible-worldwide.txt,eng,English,Latn,Latin
enl-x-bible.txt,enl,Enlhet,Latn,Latin
enm-x-bible-bishop.txt,enm,Middle English (1100-1500),Latn,Latin
enm-x-bible-coverdale.txt,enm,Middle English (1100-1500),Latn,Latin
enm-x-bible-geneva.txt,enm,Middle English (1100-1500),Latn,Latin
enm-x-bible-tyndale.txt,enm,Middle English (1100-1500),Latn,Latin
enm-x-bible-wycliffe.txt,enm,Middle English (1100-1500),Latn,Latin
enx-x-bible.txt,enx,Enxet,Latn,Latin
epo-x-bible.txt,epo,Esperanto,Latn,Latin
eri-x-bible.txt,eri,Ogea,Latn,Latin
ese-x-bible.txt,ese,Ese Ejja,Latn,Latin
esi-x-bible.txt,esi,North Alaskan Inupiatun,Latn,Latin
esk-x-bible.txt,esk,Northwest Alaska Inupiatun,Latn,Latin
est-x-bible-1968.txt,est,Estonian,Latn,Latin
est-x-bible-1997.txt,est,Estonian,Latn,Latin
est-x-bible-newworld2009.txt,est,Estonian,Latn,Latin
esu-x-bible.txt,esu,Central Yupik,Latn,Latin
etr-x-bible.txt,etr,Edolo,Latn,Latin
etu-x-bible.txt,etu,Ejagham,Latn,Latin
eus-x-bible-Hautin1571.txt,eus,Basque,Latn,Latin
eus-x-bible-batua.txt,eus,Basque,Latn,Latin
eus-x-bible-navarrolabourdin.txt,eus,Basque,Latn,Latin
eve-x-bible.txt,eve,Even,Cyrl,Cyrillic
ewe-x-bible-newworld.txt,ewe,Ewe,Latn,Latin
ewe-x-bible.txt,ewe,Ewe,Latn,Latin
eza-x-bible.txt,eza,Ezaa,Latn,Latin
faa-x-bible.txt,faa,Fasu,Latn,Latin
fad-x-bible.txt,fad,Wagi,Latn,Latin
fai-x-bible.txt,fai,Faiwol,Latn,Latin
fal-x-bible.txt,fal,South Fali,Latn,Latin
fao-x-bible.txt,fao,Faroese,Latn,Latin
ffm-x-bible.txt,ffm,Maasina Fulfulde,Latn,Latin
fij-x-bible-1974.txt,fij,Fijian,Latn,Latin
fij-x-bible-bau.txt,fij,Fijian,Latn,Latin
fij-x-bible-hindi.txt,fij,Fijian,Latn,Latin
fij-x-bible-newworld.txt,fij,Fijian,Latn,Latin
fil-x-bible-1905.txt,fil,Filipino,Latn,Latin
fil-x-bible-2005.txt,fil,Filipino,Latn,Latin
fin-x-bible-1766.txt,fin,Finnish,Latn,Latin
fin-x-bible-1933.txt,fin,Finnish,Latn,Latin
fin-x-bible-1992.txt,fin,Finnish,Latn,Latin
fin-x-bible-newworld.txt,fin,Finnish,Latn,Latin
fon-x-bible.txt,fon,Fon,Latn,Latin
for-x-bible.txt,for,Fore,Latn,Latin
fra-x-bible-courant1997.txt,fra,French,Latn,Latin
fra-x-bible-crampon.txt,fra,French,Latn,Latin
fra-x-bible-darby.txt,fra,French,Latn,Latin
fra-x-bible-davidmartin.txt,fra,French,Latn,Latin
fra-x-bible-despeuples.txt,fra,French,Latn,Latin
fra-x-bible-geneve1669.txt,fra,French,Latn,Latin
fra-x-bible-jerusalem2004.txt,fra,French,Latn,Latin
fra-x-bible-kingjames.txt,fra,French,Latn,Latin
fra-x-bible-louissegond.txt,fra,French,Latn,Latin
fra-x-bible-newworld.txt,fra,French,Latn,Latin
fra-x-bible-nouvellesegond.txt,fra,French,Latn,Latin
fra-x-bible-ostervald1867.txt,fra,French,Latn,Latin
fra-x-bible-paroledevie.txt,fra,French,Latn,Latin
fra-x-bible-perret.txt,fra,French,Latn,Latin
fra-x-bible-pirotclamer.txt,fra,French,Latn,Latin
fra-x-bible-segond21.txt,fra,French,Latn,Latin
fra-x-bible-semeur.txt,fra,French,Latn,Latin
fra-x-bible-zadockahn.txt,fra,French,Latn,Latin
fry-x-bible.txt,fry,Western Frisian,Latn,Latin
fub-x-bible.txt,fub,Adamawa Fulfulde,Latn,Latin
fue-x-bible.txt,fue,Borgu Fulfulde,Latn,Latin
fuf-x-bible.txt,fuf,Pular,Latn,Latin
fuh-x-bible.txt,fuh,Western Niger Fulfulde,Latn,Latin
fuq-x-bible.txt,fuq,Central-Eastern Niger Fulfulde,Latn,Latin
fuv-x-bible.txt,fuv,Nigerian Fulfulde,Latn,Latin
gaa-x-bible-newworld.txt,gaa,Ga,Latn,Latin
gag-x-bible-latin.txt,gag,Gagauz,Latn,Latin
gag-x-bible.txt,gag,Gagauz,Cyrl,Cyrillic
gah-x-bible.txt,gah,Alekano,Latn,Latin
gam-x-bible.txt,gam,Kandawo,Latn,Latin
gaw-x-bible.txt,gaw,Nobonob,Latn,Latin
gbi-x-bible.txt,gbi,Galela,Latn,Latin
gbo-x-bible.txt,gbo,Northern Grebo,Latn,Latin
gbr-x-bible.txt,gbr,Gbagyi,Latn,Latin
gde-x-bible.txt,gde,Gude,Latn,Latin
gdg-x-bible.txt,gdg,Ga'dang,Latn,Latin
gdn-x-bible.txt,gdn,Umanakaina,Latn,Latin
gdr-x-bible.txt,gdr,Wipi,Latn,Latin
geb-x-bible.txt,geb,Kire,Latn,Latin
gej-x-bible.txt,gej,Gen,Latn,Latin
gfk-x-bible.txt,gfk,Patpatar,Latn,Latin
ghe-x-bible.txt,ghe,Southern Ghale,Deva,Devanagari (Nagari)
